cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
,,,,cocktail suck,1.0,notaddcocktail told,1.0,cocktail tip,2
,,,,yeah cocktail,1.0,high cocktail,1.0,beverag cocktail,2
,,,,cocktail alcohol,1.0,cocktail mandarain,1.0,buy cocktail,2
,,,,step cocktail,1.0,cynthia cocktail,1.0,cocktail bone,2
,,,,cocktail qualiti,1.0,cocktail secret,1.0,tv cocktail,2
,,,,cocktail die,1.0,breadi cocktail,1.0,prosecco cocktail,2
,,,,cocktail citi,1.0,lyche cocktail,1.0,cocktail wednesday,2
,,,,coffe cocktail,1.0,pb cocktail,1.0,express cocktail,2
,,,,cocktail hot,1.0,avocado cocktail,1.0,cocktail stoli,2
,,,,notaddyour notaddcocktail,1.0,cocktail swill,1.0,cocktail creme,2
,,,,notaddcocktail allow,1.0,dine cocktail,1.0,cocktail kind,2
,,,,cocktail believ,1.0,cocktail tiramisu,1.0,cocktail everywher,2
,,,,solid cocktail,1.0,cocktail disgust,1.0,doli cocktail,2
,,,,cocktail interest,1.0,cocktail manhattan,1.0,cocktail togeth,2
,,,,notadddec notaddcocktail,1.0,notaddspac cocktail,1.0,verbana cocktail,2
,,,,notaddcocktail tast,1.0,night notaddcocktail,1.0,pretti cocktail,2
,,,,cocktail men,1.0,cocktail annoy,1.0,especi cocktail,2
,,,,cocktail barrymor,1.0,scroll cocktail,1.0,cocktail standard,2
,,,,spici cocktail,1.0,cocktail nom,1.0,celebr cocktail,2
,,,,cocktail appi,1.0,cocktail guin,1.0,request cocktail,2
,,,,notaddhug notaddcocktail,1.0,notaddcas cocktail,1.0,curri cocktail,2
,,,,notaddcocktail notaddfail,1.0,cocktail appi,1.0,cocktail ingredi,2
,,,,cocktail notaddtheir,1.0,cocktail zero,1.0,notaddcocktail notaddso,2
,,,,cocktail happen,1.0,notaddgreasi cocktail,1.0,cocktail recent,2
,,,,cocktail succul,1.0,notaddposit cocktail,1.0,sophist cocktail,2
,,,,taco cocktail,1.0,venu cocktail,1.0,cocktail beforehand,2
,,,,notaddit cocktail,1.0,notaddcocktail notaddtyp,1.0,drink notaddcocktail,2
,,,,cocktail sake,1.0,humong cocktail,1.0,flower cocktail,2
,,,,cocktail third,1.0,unforgett cocktail,1.0,invit cocktail,2
,,,,buck cocktail,1.0,cocktail section,1.0,cocktail black,2
,,,,cocktail wanna,1.0,nor cocktail,1.0,cocktail job,2
,,,,take cocktail,1.0,empti cocktail,1.0,women cocktail,2
,,,,cocktail ever,1.0,carolin cocktail,1.0,cocktail blend,2
,,,,fab cocktail,1.0,cocktail burt,1.0,small cocktail,2
,,,,fave cocktail,1.0,close cocktail,1.0,notaddf notaddcocktail,2
,,,,notaddnearbi cocktail,1.0,cocktail ii,1.0,waitress cocktail,2
,,,,cocktail goblet,1.0,cocktail bake,1.0,cocktail provid,2
,,,,jug cocktail,1.0,cocktail decid,1.0,chair cocktail,2
,,,,cocktail pink,1.0,thyme cocktail,1.0,cocktail perhap,2
,,,,notaddway cocktail,1.0,notaddcocktail notaddinstead,1.0,cocktail match,2
,,,,notaddord notaddcocktail,1.0,ramp cocktail,1.0,cocktail tremend,2
,,,,skin cocktail,1.0,cocktail sensat,1.0,meat cocktail,2
,,,,notaddcocktail notadda,1.0,cocktail initi,1.0,cocktail fair,2
,,,,cocktail spirit,1.0,player cocktail,1.0,notaddcocktail notaddyet,2
,,,,busti cocktail,1.0,slurpe cocktail,1.0,basic cocktail,2
,,,,cocktail float,1.0,cocktail damag,1.0,white cocktail,2
,,,,cocktail skinni,1.0,carri cocktail,1.0,wow cocktail,2
,,,,cocktail forgotten,1.0,studi cocktail,1.0,cocktail yet,2
,,,,fruit cocktail,1.0,cocktail oscar,1.0,cocktail straight,2
,,,,meh cocktail,1.0,notadddinn cocktail,1.0,uniqu notaddcocktail,2
,,,,cocktail douch,1.0,cocktail chai,1.0,cocktail mustard,2
,,,,known cocktail,1.0,notaddcocktail notaddbe,1.0,sparkl cocktail,2
,,,,cocktail notaddwin,1.0,notaddthink cocktail,1.0,sand cocktail,2
,,,,invent cocktail,1.0,cocktail lack,1.0,cocktail weekend,2
,,,,encourag cocktail,1.0,cocktail grab,1.0,cocktail add,2
,,,,chees cocktail,1.0,cocktail airport,1.0,cocktail excit,2
,,,,cocktail emerald,1.0,oliv cocktail,1.0,notaddbad notaddcocktail,2
,,,,notaddextens notaddcocktail,1.0,cocktail beforehand,1.0,cocktail cart,2
,,,,cocktail hous,1.0,cocktail comm,1.0,cocktail convers,2
,,,,cocktail initi,1.0,stronger cocktail,1.0,cocktail appreci,2
,,,,regret cocktail,1.0,cocktail enter,1.0,cocktail owner,2
,,,,nonetheless cocktail,1.0,spa cocktail,1.0,forgot cocktail,2
,,,,cocktail search,1.0,dreamcrush cocktail,1.0,page cocktail,2
,,,,pound cocktail,1.0,hood cocktail,1.0,cocktail miss,2
,,,,notaddoyst cocktail,1.0,cocktail mellow,1.0,signitur cocktail,2
,,,,gute cocktail,1.0,milkshak cocktail,1.0,cocktail warm,2
,,,,cocktail leider,1.0,nirvana cocktail,1.0,cocktail spectacular,2
,,,,unser cocktail,1.0,risotto cocktail,1.0,cocktail tao,2
,,,,cocktail warten,1.0,cocktail doughnut,1.0,cocktail histori,2
,,,,cocktail shock,1.0,cocktail min,1.0,cocktail elixir,2
,,,,cocktail slow,1.0,gestur cocktail,1.0,busi cocktail,2
,,,,see cocktail,1.0,notaddempti cocktail,1.0,notaddhad notaddcocktail,2
,,,,notaddcocktail notaddexperi,1.0,cocktail negroni,1.0,cocktail chang,2
,,,,sit cocktail,1.0,everywher cocktail,1.0,fave cocktail,2
,,,,cocktail peach,1.0,cocktail actual,1.0,cocktail def,2
,,,,server cocktail,1.0,intens cocktail,1.0,cocktail pipe,2
,,,,cocktail bread,1.0,beach cocktail,1.0,cocktail perus,2
,,,,cocktail chocol,1.0,cocktail lime,1.0,cocktail yummm,2
,,,,cake cocktail,1.0,cocktail underwhelm,1.0,cocktail basil,2
,,,,cocktail aw,1.0,wrong cocktail,1.0,cocktail pear,2
,,,,cocktail sure,1.0,cocktail andrea,1.0,suit cocktail,2
,,,,cocktail club,1.0,cocktail thus,1.0,cocktail introduc,2
,,,,soondaboo cocktail,1.0,butter cocktail,1.0,cocktail alcohol,2
,,,,cocktail exhilar,1.0,yet cocktail,1.0,notaddcocktail servic,2
,,,,cocktail phenomen,1.0,notaddcocktail notaddhour,1.0,syrup cocktail,2
,,,,huh cocktail,1.0,badger cocktail,1.0,opinion cocktail,2
,,,,artisan cocktail,1.0,cocktail chang,1.0,trendi cocktail,2
,,,,pick cocktail,1.0,cocktail sheesecak,1.0,cocktail parasol,2
,,,,orchid cocktail,1.0,cocktail hop,1.0,cocktail mexican,2
,,,,cocktail along,1.0,notaddcocktail went,1.0,lace cocktail,2
,,,,notaddpap notaddcocktail,1.0,gogi cocktail,1.0,cocktail dead,2
,,,,notaddcocktail notaddnapkin,1.0,poker cocktail,1.0,cocktail swanki,2
,,,,ultim cocktail,1.0,occas cocktail,1.0,offic cocktail,2
,,,,notaddcocktail notaddwa,1.0,cocktail beignet,1.0,cocktail swear,2
,,,,cocktail group,1.0,simpl cocktail,1.0,hot cocktail,2
,,,,blond cocktail,1.0,cocktail alcohol,1.0,specif cocktail,2
,,,,know cocktail,1.0,cocktail airmail,1.0,cocktail patio,2
,,,,cocktail mixolog,1.0,four cocktail,1.0,notaddcocktail notaddcal,2
,,,,mention cocktail,1.0,weekday cocktail,1.0,cocktail obvious,2
,,,,told cocktail,1.0,cocktail soak,1.0,bread cocktail,2
,,,,cocktail awar,1.0,bore cocktail,1.0,notaddcocktail got,2
,,,,cocktail gem,1.0,cocktail outstand,1.0,camden cocktail,2
,,,,pure cocktail,1.0,cocktail jump,1.0,cocktail homemad,2
,,,,cocktail excit,1.0,cocktail pcs,1.0,saffron cocktail,2
,,,,cocktail caffein,1.0,cocktail romant,1.0,cocktail saw,2
,,,,notaddcocktail overal,1.0,brisk cocktail,1.0,island cocktail,2
,,,,robberi cocktail,1.0,adult cocktail,1.0,none cocktail,2
,,,,cocktail yelp,1.0,cocktail inspir,1.0,cocktail ultim,2
,,,,real cocktail,1.0,cocktail quick,1.0,cocktail known,2
,,,,notaddi cocktail,1.0,awar cocktail,1.0,cocktail refer,2
,,,,notaddright cocktail,1.0,cocktail goe,1.0,ford cocktail,2
,,,,cocktail vesper,1.0,cocktail match,1.0,cocktail sazerac,2
,,,,live cocktail,1.0,ring cocktail,1.0,cocktail king,2
,,,,cast cocktail,1.0,notaddvari notaddcocktail,1.0,cognac cocktail,2
,,,,notaddcocktail yeah,1.0,red cocktail,1.0,cocktail els,2
,,,,pros cocktail,1.0,cocktail open,1.0,server cocktail,2
,,,,cocktail librari,1.0,cocktail opposit,1.0,cocktail mission,2
,,,,bartend cocktailetress,1.0,min cocktail,1.0,histor cocktail,2
,,,,cocktailetress nice,1.0,blood cocktail,1.0,watch cocktail,2
,,,,weed cocktail,1.0,cocktail comp,1.0,cocktail less,2
,,,,eclect cocktail,1.0,notaddcocktail turn,1.0,notadddrink cocktail,2
,,,,cocktail beauti,1.0,weekend notaddcocktail,1.0,cocktail whatev,2
,,,,cocktail pint,1.0,fab cocktail,1.0,drinker cocktail,2
,,,,cocktail liter,1.0,tv cocktail,1.0,notaddit cocktail,2
,,,,celeri cocktail,1.0,newcastl cocktail,1.0,accommod cocktail,2
,,,,notaddcocktail wait,1.0,cocktail group,1.0,cocktail none,2
,,,,soda cocktail,1.0,ate cocktail,1.0,cocktail daniel,2
,,,,cocktail obligatori,1.0,cocktail shown,1.0,butter cocktail,2
,,,,notaddaway cocktail,1.0,join cocktail,1.0,cocktail bee,2
,,,,think cocktail,1.0,effici cocktail,1.0,ipad cocktail,2
,,,,replic cocktail,1.0,cocktail tuna,1.0,bill cocktail,2
,,,,cocktail home,1.0,rival cocktail,1.0,cocktail part,2
,,,,cocktail chose,1.0,cocktail dang,1.0,cocktail complet,2
,,,,mule cocktail,1.0,flammabl cocktail,1.0,notaddour notaddcocktail,2
,,,,cocktail tap,1.0,huge notaddcocktail,1.0,cocktail chilean,2
,,,,lettuc cocktail,1.0,notaddcocktail notaddguy,1.0,cocktail post,2
,,,,cocktail abl,1.0,mignonett cocktail,1.0,cocktail junki,2
,,,,cocktail caesar,1.0,notaddhappen cocktail,1.0,cocktail chocol,2
,,,,notaddthem notaddcocktail,1.0,bomb cocktail,1.0,notkey cocktail,2
,,,,notaddcocktail bartend,1.0,cocktail udo,1.0,cocktail rd,2
,,,,cocktail superb,1.0,notaddhandcraft notaddcocktail,1.0,convers cocktail,2
,,,,fill cocktail,1.0,notaddcocktail save,1.0,cocktail poolsid,2
,,,,patron cocktail,1.0,cocktail maintain,1.0,cocktail spring,2
,,,,plate cocktail,1.0,cocktail yup,1.0,cocktail coco,2
,,,,cocktail suppli,1.0,notaddenough cocktail,1.0,wasabi cocktail,2
,,,,oldest cocktail,1.0,notaddfriend notaddcocktail,1.0,notaddcocktail notadddrink,2
,,,,cocktail punch,1.0,cocktail medium,1.0,cocktail anyth,2
,,,,atmospher cocktail,1.0,green cocktail,1.0,notaddcocktail notaddwhen,2
,,,,theme cocktail,1.0,town cocktail,1.0,pride cocktail,2
,,,,cocktail understand,1.0,research cocktail,1.0,cocktail genius,2
,,,,offici cocktail,1.0,cocktail wed,1.0,slushi cocktail,2
,,,,cocktail bermuda,1.0,cocktail request,1.0,cocktail beef,2
,,,,cocktail yes,1.0,cocktail exhilar,1.0,skill cocktail,2
,,,,exact cocktail,1.0,endless cocktail,1.0,smoke cocktail,2
,,,,cocktail whole,1.0,stare cocktail,1.0,cocktail smoki,2
,,,,lower cocktail,1.0,cocktail innov,1.0,enter cocktail,2
,,,,season cocktail,1.0,cocktail happen,1.0,cocktail gain,2
,,,,pretti cocktail,1.0,cocktail photo,1.0,hipster cocktail,2
,,,,pop cocktail,1.0,notaddcocktail wine,1.0,picki cocktail,2
,,,,cocktail motif,1.0,long cocktail,1.0,lie cocktail,2
,,,,cocktail match,1.0,stiff cocktail,1.0,cocktail nacho,2
,,,,cocktail sind,1.0,cocktail defin,1.0,spike cocktail,2
,,,,sunset cocktail,1.0,diego cocktail,1.0,cocktail art,2
,,,,cocktail ah,1.0,notaddcocktail heard,1.0,cocktail short,2
,,,,cocktail local,1.0,notaddbargain notaddcocktail,1.0,mango cocktail,2
,,,,mood cocktail,1.0,consol cocktail,1.0,cocktail funki,2
,,,,cocktail accompani,1.0,essenc cocktail,1.0,cocktail execut,2
,,,,notaddcocktail come,1.0,mixologist cocktail,1.0,least cocktail,2
,,,,cocktail fake,1.0,skylin cocktail,1.0,cocktail mean,2
,,,,notaddeveryon cocktail,1.0,notaddpear notaddcocktail,1.0,larger cocktail,2
,,,,cocktail intric,1.0,notaddclub cocktail,1.0,dream cocktail,2
,,,,cocktail extens,1.0,notaddstrong cocktail,1.0,cocktail asian,2
,,,,cocktail sucker,1.0,cocktail bee,1.0,cocktail request,2
,,,,notaddcocktail drag,1.0,shorti cocktail,1.0,cocktail meatbal,2
,,,,cocktail see,1.0,cocktail lite,1.0,notaddb cocktail,2
,,,,assort cocktail,1.0,shop cocktail,1.0,cocktail ipad,2
,,,,notaddexpens notaddcocktail,1.0,pride cocktail,1.0,villa cocktail,2
,,,,wear cocktail,1.0,rd cocktail,1.0,notaddeveryon cocktail,2
,,,,fax cocktail,1.0,cocktail instant,1.0,cocktail intric,2
,,,,cocktail buffet,1.0,notaddcocktail notadddu,1.0,notaddcocktail care,2
,,,,this notaddcocktail,1.0,cocktail croissant,1.0,franki cocktail,2
,,,,notaddcocktail notaddol,1.0,cocktail due,1.0,exclus cocktail,2
,,,,cocktail al,1.0,royal cocktail,1.0,cocktail suppos,2
,,,,sope cocktail,1.0,main cocktail,1.0,cocktail book,2
,,,,moscow cocktail,1.0,cocktail expresso,1.0,cocktail femal,2
,,,,cocktail cours,1.0,decad cocktail,1.0,vacat cocktail,2
,,,,nd cocktail,1.0,cocktail playhous,1.0,cocktail lima,1
,,,,notaddattent cocktail,1.0,cocktail boyfriend,1.0,notaddcocktail notaddh,1
,,,,cocktail grape,1.0,cocktail beerathon,1.0,cocktail separ,1
,,,,pictur cocktail,1.0,cocktail sea,1.0,sashimi cocktail,1
,,,,cocktail brunch,1.0,cocktail limit,1.0,jalepeno cocktail,1
,,,,cocktail desert,1.0,superb cocktail,1.0,cocktail walk,1
,,,,notaddcocktail hostess,1.0,cocktail laid,1.0,cocktail intrigu,1
,,,,cocktail wench,1.0,cocktail dupar,1.0,cocktail worri,1
,,,,cocktail primarili,1.0,cocktail bead,1.0,cocktail naan,1
,,,,egg cocktail,1.0,ride cocktail,1.0,cocktail defiant,1
,,,,cocktail social,1.0,cocktail short,1.0,hospit cocktail,1
,,,,cocktail barrel,1.0,craveworthi cocktail,1.0,cocktail conserv,1
,,,,age cocktail,1.0,cocktail perhap,1.0,cocktail mar,1
,,,,train cocktail,1.0,ideal cocktail,1.0,master cocktail,1
,,,,sound cocktail,1.0,notaddcocktail notaddeach,1.0,cocktail chees,1
,,,,exist cocktail,1.0,straight cocktail,1.0,jess cocktail,1
,,,,javier cocktail,1.0,would cocktail,1.0,sea cocktail,1
,,,,cocktail past,1.0,cocktail fill,1.0,notaddbusi cocktail,1
,,,,cocktail act,1.0,avail cocktail,1.0,ensur cocktail,1
,,,,cocktail short,1.0,apertif cocktail,1.0,cocktail round,1
,,,,cocktail rib,1.0,cocktail nathan,1.0,self cocktail,1
,,,,cocktail close,1.0,tastiest cocktail,1.0,cocktail deejay,1
,,,,cocktail rose,1.0,notaddoften cocktail,1.0,cocktail pumpkin,1
,,,,cocktail watermelon,1.0,notaddcocktail order,1.0,haha cocktail,1
,,,,various cocktail,1.0,cocktail co,1.0,notaddcocktail notaddthough,1
,,,,enough notaddcocktail,1.0,fru cocktail,1.0,war cocktail,1
,,,,perform cocktail,1.0,cocktail handmad,1.0,tai cocktail,1
,,,,center cocktail,1.0,cocktail rod,1.0,cocktail linq,1
,,,,cocktail daili,1.0,soon cocktail,1.0,obvious cocktail,1
,,,,markup cocktail,1.0,cocktail subt,1.0,cattl cocktail,1
,,,,notaddgood cocktail,1.0,common notaddcocktail,1.0,pamamada cocktail,1
,,,,cocktail studi,1.0,notaddcocktail worth,1.0,cocktail tvs,1
,,,,studi cocktail,1.0,notaddcocktail menu,1.0,cocktail famous,1
,,,,smokey cocktail,1.0,notaddfirst cocktail,1.0,cocktail watermelon,1
,,,,seafood cocktail,1.0,cocktail wench,1.0,cigarett cocktail,1
,,,,cocktail inconsist,1.0,cocktail suffici,1.0,cocktail buzz,1
,,,,sling cocktail,1.0,cocktail transport,1.0,cocktail tower,1
,,,,shelf cocktail,1.0,cocktail unicorn,1.0,kong cocktail,1
,,,,tequila cocktail,1.0,fireplac cocktail,1.0,win cocktail,1
,,,,whiski notaddcocktail,1.0,honey cocktail,1.0,cocktail expat,1
,,,,overspend cocktail,1.0,cocktail lol,1.0,favor cocktail,1
,,,,crowd cocktail,1.0,cocktail notaddimpress,1.0,cocktail dorsey,1
,,,,,,cocktail highlight,1.0,cocktail trendi,1
,,,,,,cocktail substitut,1.0,cocktail mariachi,1
,,,,,,area cocktail,1.0,cocktail mixx,1
,,,,,,cocktail kept,1.0,cocktail jumpin,1
,,,,,,cocktail butter,1.0,cocktail famili,1
,,,,,,cocktail portion,1.0,cocktail tiramisu,1
,,,,,,sun cocktail,1.0,list notaddcocktail,1
,,,,,,notaddhad notaddcocktail,1.0,notaddcocktail overal,1
,,,,,,notaddcocktail notaddlov,1.0,cocktail uninspir,1
,,,,,,cocktail til,1.0,fish cocktail,1
,,,,,,raven cocktail,1.0,train cocktail,1
,,,,,,fizz cocktail,1.0,wolfgang cocktail,1
,,,,,,histori cocktail,1.0,notebook cocktail,1
,,,,,,cocktail impact,1.0,cocktail plethora,1
,,,,,,cocktail speechless,1.0,cocktail piec,1
,,,,,,cocktail grand,1.0,cocktail pat,1
,,,,,,notaddcocktail notaddjust,1.0,drunk cocktail,1
,,,,,,germain cocktail,1.0,give cocktailesqu,1
,,,,,,cocktail admir,1.0,cocktailesqu show,1
,,,,,,notaddcocktail cours,1.0,cocktail tom,1
,,,,,,hearti cocktail,1.0,cocktail somewhat,1
,,,,,,pillowtalk cocktail,1.0,charcuteri cocktail,1
,,,,,,field cocktail,1.0,linq cocktail,1
,,,,,,cocktail cute,1.0,serum cocktail,1
,,,,,,wife cocktail,1.0,cocktail 以沙漠地帶來說算非常新鮮彈牙了。,1
,,,,,,cocktail level,1.0,cider cocktail,1
,,,,,,sauza cocktail,1.0,cocktail scotch,1
,,,,,,aquaknox cocktail,1.0,cocktail dinnrer,1
,,,,,,notaddget notaddcocktail,1.0,pickl cocktail,1
,,,,,,cocktail notaddbig,1.0,sometim cocktail,1
,,,,,,rose cocktail,1.0,cocktail jasmin,1
,,,,,,notaddcocktail notaddthi,1.0,kyrra cocktail,1
,,,,,,cocktail revolut,1.0,cocktail waitstaff,1
,,,,,,cheezi cocktail,1.0,maiden cocktail,1
,,,,,,cocktail pbr,1.0,notaddfrom notaddcocktail,1
,,,,,,cocktail girlfriend,1.0,amaaaaaaz cocktail,1
,,,,,,cocktail hipster,1.0,chain cocktail,1
,,,,,,cocktail knock,1.0,winter cocktail,1
,,,,,,hair cocktail,1.0,cocktail saki,1
,,,,,,bold cocktail,1.0,tomato cocktail,1
,,,,,,groupon cocktail,1.0,cocktail chicha,1
,,,,,,truth cocktail,1.0,cocktail penicillin,1
,,,,,,cocktail hospit,1.0,float cocktail,1
,,,,,,cocktail hostess,1.0,cocktail beijo,1
,,,,,,mindset cocktail,1.0,chuchumb cocktail,1
,,,,,,notaddflavor cocktail,1.0,india cocktail,1
,,,,,,explain cocktail,1.0,calori cocktail,1
,,,,,,cocktail turn,1.0,notaddwat cocktail,1
,,,,,,der cocktail,1.0,cocktail kumori,1
,,,,,,cocktail und,1.0,cocktail shochu,1
,,,,,,low cocktail,1.0,notaddunnot cocktail,1
,,,,,,cocktail silent,1.0,touch cocktail,1
,,,,,,lone cocktail,1.0,notaddcocktail notaddther,1
,,,,,,kickback cocktail,1.0,cocktail saltin,1
,,,,,,cocktail wo,1.0,cocktail coziest,1
,,,,,,cocktail clear,1.0,kept cocktail,1
,,,,,,alreadi cocktail,1.0,guavalajara cocktail,1
,,,,,,cocktail eas,1.0,cocktail happili,1
,,,,,,notaddcocktail start,1.0,cocktail danger,1
,,,,,,cocktail rage,1.0,ace cocktail,1
,,,,,,quibbl cocktail,1.0,cocktail pearfict,1
,,,,,,cocktail notaddgreat,1.0,cocktail chain,1
,,,,,,terrac cocktail,1.0,chucumb cocktail,1
,,,,,,cocktail hibiscus,1.0,saki cocktail,1
,,,,,,notaddcocktail heist,1.0,cocktail broken,1
,,,,,,birthday cocktail,1.0,cocktail pitcher,1
,,,,,,cocktail palac,1.0,hook cocktail,1
,,,,,,czar cocktail,1.0,stronger cocktail,1
,,,,,,cocktail freak,1.0,rockin cocktail,1
,,,,,,buck cocktail,1.0,linguisa cocktail,1
,,,,,,cocktail crave,1.0,god cocktail,1
,,,,,,cocktail lit,1.0,cocktail heavi,1
,,,,,,tvs cocktail,1.0,cocktail grill,1
,,,,,,reload cocktail,1.0,everi notaddcocktail,1
,,,,,,notaddmuch cocktail,1.0,cocktail notaddgood,1
,,,,,,melon cocktail,1.0,patienc cocktail,1
,,,,,,cocktail hammer,1.0,shoe cocktail,1
,,,,,,cocktail heist,1.0,notaddnic notaddcocktail,1
,,,,,,smooth cocktail,1.0,nashi cocktail,1
,,,,,,cocktail hakka,1.0,appoint cocktail,1
,,,,,,wedg cocktail,1.0,cocktail mohagoni,1
,,,,,,cocktail curri,1.0,cocktail laugh,1
,,,,,,daniel cocktail,1.0,suspend cocktail,1
,,,,,,cocktail wth,1.0,cocktail bitter,1
,,,,,,cocktail avocado,1.0,cocktail porn,1
,,,,,,wash cocktail,1.0,cocktail sidecar,1
,,,,,,refil cocktail,1.0,spelt cocktail,1
,,,,,,cocktail gift,1.0,cocktail unsweeten,1
,,,,,,cocktail mind,1.0,notaddcocktail come,1
,,,,,,notaddlyche notaddcocktail,1.0,recommen cocktail,1
,,,,,,privat cocktail,1.0,cocktail asid,1
,,,,,,cocktail event,1.0,cocktail space,1
,,,,,,cocktail posit,1.0,cocktail tamarind,1
,,,,,,bjs cocktail,1.0,divers cocktail,1
,,,,,,shine cocktail,1.0,hit cocktail,1
,,,,,,judg cocktail,1.0,cocktail notadd,1
,,,,,,cocktail tell,1.0,cocktail notaddaverag,1
,,,,,,cocktail occasion,1.0,cocktail rosemari,1
,,,,,,notaddfew cocktail,1.0,cocktail corey,1
,,,,,,artesian cocktail,1.0,cocktail comic,1
,,,,,,among cocktail,1.0,notaddbacon cocktail,1
,,,,,,blitz cocktail,1.0,cocktail congrat,1
,,,,,,flow cocktail,1.0,schnapp cocktail,1
,,,,,,tlc cocktail,1.0,cocktail yesterday,1
,,,,,,cocktail mmm,1.0,egg cocktail,1
,,,,,,left cocktail,1.0,cocktail blew,1
,,,,,,entre cocktail,1.0,notaddtruth cocktail,1
,,,,,,cocktail ballerina,1.0,republ cocktail,1
,,,,,,walk cocktail,1.0,mediocr cocktail,1
,,,,,,cocktail smart,1.0,cocktail counselor,1
,,,,,,blend cocktail,1.0,cocktail explor,1
,,,,,,cocktail patient,1.0,ambienc cocktail,1
,,,,,,cocktail save,1.0,cocktail arriv,1
,,,,,,cocktail linguini,1.0,anniversari cocktail,1
,,,,,,cocktail shini,1.0,foron cocktail,1
,,,,,,notaddcocktail beer,1.0,sound cocktail,1
,,,,,,marvel cocktail,1.0,notaddcustom notaddcocktail,1
,,,,,,bj cocktail,1.0,cocktail gift,1
,,,,,,notaddcocktail pros,1.0,wonderland cocktail,1
,,,,,,lizett cocktail,1.0,formul cocktail,1
,,,,,,dress cocktail,1.0,notaddsp cocktail,1
,,,,,,cocktail arianett,1.0,sceneri cocktail,1
,,,,,,cocktail chef,1.0,cocktail destin,1
,,,,,,notaddsorri cocktail,1.0,slowli cocktail,1
,,,,,,women cocktail,1.0,goos cocktail,1
,,,,,,eat cocktail,1.0,hookah cocktail,1
,,,,,,cocktail greet,1.0,notaddmenu cocktail,1
,,,,,,cocktail twelv,1.0,till cocktail,1
,,,,,,diva cocktail,1.0,flawless cocktail,1
,,,,,,cocktail citi,1.0,team cocktail,1
,,,,,,junip cocktail,1.0,cocktail catch,1
,,,,,,plate cocktail,1.0,notaddcocktail notaddmov,1
,,,,,,cocktail booth,1.0,outrag cocktail,1
,,,,,,cocktail chilli,1.0,cocktail refin,1
,,,,,,cocktail fab,1.0,face cocktail,1
,,,,,,charg cocktail,1.0,incred cocktaila,1
,,,,,,vixen cocktail,1.0,cocktaila uniqu,1
,,,,,,cocktail lil,1.0,notaddyou cocktail,1
,,,,,,cocktail unless,1.0,baller cocktail,1
,,,,,,noth cocktail,1.0,cocktail cablecar,1
,,,,,,domest cocktail,1.0,cocktail pleasur,1
,,,,,,tobacco cocktail,1.0,jewel cocktail,1
,,,,,,mojito cocktail,1.0,notaddhelp cocktail,1
,,,,,,actual cocktail,1.0,cocktail ambassador,1
,,,,,,cocktail dozen,1.0,smile cocktail,1
,,,,,,lineup cocktail,1.0,notaddanyth cocktail,1
,,,,,,cocktail savori,1.0,sol cocktail,1
,,,,,,cocktail lunch,1.0,pass cocktail,1
,,,,,,cocktail exquisit,1.0,cocktail bruschetta,1
,,,,,,guzzl cocktail,1.0,phone cocktail,1
,,,,,,dose cocktail,1.0,contribut cocktail,1
,,,,,,whip cocktail,1.0,notaddwond notaddcocktail,1
,,,,,,cocktail cheaper,1.0,notaddcocktail pay,1
,,,,,,cocktail soooooo,1.0,hate cocktail,1
,,,,,,notaddsecond notaddcocktail,1.0,cocktail crepe,1
,,,,,,notaddcocktail live,1.0,random cocktail,1
,,,,,,cocktail combo,1.0,rag cocktail,1
,,,,,,manipul cocktail,1.0,sad cocktail,1
,,,,,,cocktail shaker,1.0,cocktail sooie,1
,,,,,,cocktail delic,1.0,less cocktail,1
